chr.x	starts	end	DAY0	DAY4	DIFF	label	AB_chr	AB_starts	AB_ends	DAY0_AB	DAY4_AB	chr.y	RE_starts	RE_ends	gene	log2FoldChange	padj	DAY0_Ets1	DAY4_Ets1	DAY0_p300	DAY4_p300	DAY0_ATAC	DAY4_ATAC	Ets1_FC	p300_FC	ATAC_FC	st	RE_len	cate	comp
chr10	102400000	102500000	-0.03470197287	0.03567888378	0.07038085665	chr10 102400000 102500000	chr10	102400000	102500000	-0.03470197287	0.03567888378	chr10	102489486	102491486	Nts	NA	NA	5	2	4	2	6	34	-2	-1.66666666666667	5	+	2000	PROMOTER	BtoA
chr10	102500000	102600000	-0.03470197287	0.03567888378	0.07038085665	chr10 102500000 102600000	chr10	102500000	102600000	-0.03470197287	0.03567888378	chr10	102511222	102513222	Rassf9	NA	NA	5	0	1	4	20	17	-6	2.5	-1.16666666666667	+	2000	PROMOTER	BtoA
chr10	103000000	103100000	-0.03470197287	0.03567888378	0.07038085665	chr10 103000000 103100000	chr10	103000000	103100000	-0.03470197287	0.03567888378	chr10	103029215	103031215	Alx1	-0.318203413329216	5.53840914921521e-05	8	6	3	5	75	79	-1.28571428571429	1.5	1.05263157894737	+	2000	PROMOTER	BtoA
chr10	103200000	103300000	-0.03470197287	0.03567888378	0.07038085665	chr10 103200000 103300000	chr10	103200000	103300000	-0.03470197287	0.03567888378	chr10	103235322	103237322	Lrriq1	NA	NA	7	4	4	3	14	20	-1.6	-1.25	1.4	+	2000	PROMOTER	BtoA
chr10	103300000	103400000	-0.03470197287	0.03567888378	0.07038085665	chr10 103300000 103400000	chr10	103300000	103400000	-0.03470197287	0.03567888378	chr10	103366808	103368808	Slc6a15	1.87965188871502	0.325473182976836	3	4	6	6	20	24	1.25	0	1.19047619047619	+	2000	PROMOTER	BtoA
chr10	103700000	103800000	-0.03470197287	0.03567888378	0.07038085665	chr10 103700000 103800000	chr10	103700000	103800000	-0.03470197287	0.03567888378	chr10	103730700	103732700	Slc6a15	1.87965188871502	0.325473182976836	4	3	3	3	10	7	-1.33333333333333	0	-1.42857142857143	+	2000	ENHANCER	BtoA
chr10	104200000	104300000	-0.03470197287	0.03567888378	0.07038085665	chr10 104200000 104300000	chr10	104200000	104300000	-0.03470197287	0.03567888378	chr10	104286269	104288269	Mir6411	NA	NA	5	1	0	5	7	12	-3	6	1.625	+	2000	PROMOTER	BtoA
chr10	105800000	105900000	-0.03470197287	0.03567888378	0.07038085665	chr10 105800000 105900000	chr10	105800000	105900000	-0.03470197287	0.03567888378	chr10	105840380	105842380	Mettl25	0.609750251292553	1.44601090376475e-16	3	2	3	1	380	300	-1.33333333333333	-2	-1.26578073089701	+	2000	PROMOTER	BtoA
chr10	105800000	105900000	-0.03470197287	0.03567888378	0.07038085665	chr10 105800000 105900000	chr10	105800000	105900000	-0.03470197287	0.03567888378	chr10	105840067	105842067	Ccdc59	0.21156684152875	6.63784958139811e-07	5	3	4	1	379	297	-1.5	-2.5	-1.2751677852349	+	2000	PROMOTER	BtoA
chr10	107100000	107200000	-0.03470197287	0.03567888378	0.07038085665	chr10 107100000 107200000	chr10	107100000	107200000	-0.03470197287	0.03567888378	chr10	107122668	107124668	Acss3	-1.03394616693042	1.67641729106505e-35	9	7	3	3	120	86	-1.25	0	-1.39080459770115	+	2000	PROMOTER	BtoA
chr10	107200000	107300000	-0.03470197287	0.03567888378	0.07038085665	chr10 107200000 107300000	chr10	107200000	107300000	-0.03470197287	0.03567888378	chr10	107270686	107272686	Lin7a	-1.14554389685284	0.00400327981397879	4	1	2	0	28	37	-2.5	-3	1.31034482758621	+	2000	PROMOTER	BtoA
chr10	107400000	107500000	-0.03470197287	0.03567888378	0.07038085665	chr10 107400000 107500000	chr10	107400000	107500000	-0.03470197287	0.03567888378	chr10	107485134	107487134	Myf5	NA	NA	7	8	4	2	25	30	1.125	-1.66666666666667	1.19230769230769	+	2000	PROMOTER	BtoA
chr10	107400000	107500000	-0.03470197287	0.03567888378	0.07038085665	chr10 107400000 107500000	chr10	107400000	107500000	-0.03470197287	0.03567888378	chr10	107493737	107495737	Myf6	-1.05296725334041	NA	3	3	6	6	19	27	0	0	1.4	+	2000	PROMOTER	BtoA
chr10	107700000	107800000	-0.03470197287	0.03567888378	0.07038085665	chr10 107700000 107800000	chr10	107700000	107800000	-0.03470197287	0.03567888378	chr10	107719051	107721051	Ptprq	-4.01950552256087	0.0509733673198734	7	1	2	6	15	10	-4	2.33333333333333	-1.45454545454545	+	2000	PROMOTER	BtoA
chr10	107900000	108000000	-0.03470197287	0.03567888378	0.07038085665	chr10 107900000 108000000	chr10	107900000	108000000	-0.03470197287	0.03567888378	chr10	107911134	107913134	Otogl	0.748927842199605	0.04908096550005	4	3	2	4	22	20	-1.25	1.66666666666667	-1.0952380952381	+	2000	PROMOTER	BtoA
chr10	108000000	108100000	-0.03470197287	0.03567888378	0.07038085665	chr10 108000000 108100000	chr10	108000000	108100000	-0.03470197287	0.03567888378	chr10	108088200	108090200	Ppp1r12a	-0.114733190949009	0.00836899210529182	0	1	5	2	10	16	Inf	-2.5	1.6	+	2000	ENHANCER	BtoA
chr10	108100000	108200000	-0.03470197287	0.03567888378	0.07038085665	chr10 108100000 108200000	chr10	108100000	108200000	-0.03470197287	0.03567888378	chr10	108113100	108115100	Ppp1r12a	-0.114733190949009	0.00836899210529182	1	1	2	2	16	13	0	0	-1.23076923076923	+	2000	ENHANCER	BtoA
chr10	108100000	108200000	-0.03470197287	0.03567888378	0.07038085665	chr10 108100000 108200000	chr10	108100000	108200000	-0.03470197287	0.03567888378	chr10	108161193	108163193	Ppp1r12a	-0.114733190949009	0.00836899210529182	1	3	4	5	523	540	2	1.2	1.0324427480916	+	2000	PROMOTER	BtoA
chr10	108300000	108400000	-0.03470197287	0.03567888378	0.07038085665	chr10 108300000 108400000	chr10	108300000	108400000	-0.03470197287	0.03567888378	chr10	108331121	108333121	Pawr	-0.379084091229946	5.79593277982885e-08	3	4	2	3	335	212	1.25	1.33333333333333	-1.57746478873239	+	2000	PROMOTER	BtoA
chr10	109000000	109100000	-0.03470197287	0.03567888378	0.07038085665	chr10 109000000 109100000	chr10	109000000	109100000	-0.03470197287	0.03567888378	chr10	109009982	109011982	Syt1	2.45155251191771	0.379616596217591	7	1	7	2	27	31	-4	-2.66666666666667	1.14285714285714	+	2000	PROMOTER	BtoA
chr10	110400000	110500000	-0.03470197287	0.03567888378	0.07038085665	chr10 110400000 110500000	chr10	110400000	110500000	-0.03470197287	0.03567888378	chr10	110455204	110457204	Nav3	-0.0483560299761132	0.812856815094131	6	2	2	4	33	19	-2.33333333333333	1.66666666666667	-1.7	+	2000	PROMOTER	BtoA
chr10	110700000	110800000	-0.03470197287	0.03567888378	0.07038085665	chr10 110700000 110800000	chr10	110700000	110800000	-0.03470197287	0.03567888378	chr10	110744439	110746439	E2f7	-1.80698889150487	1.51583533685108e-54	4	2	1	2	222	130	-1.66666666666667	1.5	-1.70229007633588	+	2000	PROMOTER	BtoA
chr10	110900000	111000000	-0.03470197287	0.03567888378	0.07038085665	chr10 110900000 111000000	chr10	110900000	111000000	-0.03470197287	0.03567888378	chr10	110918789	110920789	Csrp2	-0.0807104954588515	0.136857957827782	3	5	3	5	367	327	1.5	1.5	-1.1219512195122	+	2000	PROMOTER	BtoA
chr10	111000000	111100000	-0.03470197287	0.03567888378	0.07038085665	chr10 111000000 111100000	chr10	111000000	111100000	-0.03470197287	0.03567888378	chr10	111009140	111011140	Zdhhc17	0.072675582241461	0.294000021668886	1	5	1	2	436	330	3	1.5	-1.3202416918429	+	2000	PROMOTER	BtoA
chr10	111000000	111100000	-0.03470197287	0.03567888378	0.07038085665	chr10 111000000 111100000	chr10	111000000	111100000	-0.03470197287	0.03567888378	chr10	111098700	111100700	Osbpl8	0.997080393908421	8.85260943528356e-113	1	1	5	3	18	27	0	-1.66666666666667	1.5	+	2000	ENHANCER	BtoA
chr10	111100000	111200000	-0.03470197287	0.03567888378	0.07038085665	chr10 111100000 111200000	chr10	111100000	111200000	-0.03470197287	0.03567888378	chr10	111110200	111112200	Osbpl8	0.997080393908421	8.85260943528356e-113	10	3	0	4	19	28	-3.33333333333333	Inf	1.47368421052632	+	2000	ENHANCER	BtoA
chr10	111100000	111200000	-0.03470197287	0.03567888378	0.07038085665	chr10 111100000 111200000	chr10	111100000	111200000	-0.03470197287	0.03567888378	chr10	111163752	111165752	Osbpl8	0.997080393908421	8.85260943528356e-113	2	5	5	1	602	846	2	-3	1.40464344941957	+	2000	PROMOTER	BtoA
chr10	111200000	111300000	-0.03470197287	0.03567888378	0.07038085665	chr10 111200000 111300000	chr10	111200000	111300000	-0.03470197287	0.03567888378	chr10	111297679	111299679	Bbs10	-0.643559075878371	8.68184200938116e-08	3	3	5	2	447	358	0	-2	-1.24791086350975	+	2000	PROMOTER	BtoA
chr10	111400000	111500000	-0.03470197287	0.03567888378	0.07038085665	chr10 111400000 111500000	chr10	111400000	111500000	-0.03470197287	0.03567888378	chr10	111472223	111474223	Nap1l1	0.146337120927221	8.00997314427485e-06	1	2	3	1	452	321	1.5	-2	-1.40683229813665	+	2000	PROMOTER	BtoA
chr10	111900000	112000000	-0.03470197287	0.03366193963	0.0683639125	chr10 111900000 112000000	chr10	111900000	112000000	-0.03470197287	0.03366193963	chr10	111932000	111934000	Krr1	-0.114241475671449	0.00381809929862917	7	2	5	3	78	43	-3.5	-1.66666666666667	-1.81395348837209	+	2000	ENHANCER	BtoA
chr10	111900000	112000000	-0.03470197287	0.03366193963	0.0683639125	chr10 111900000 112000000	chr10	111900000	112000000	-0.03470197287	0.03366193963	chr10	111923900	111925900	Krr1	-0.114241475671449	0.00381809929862917	6	0	2	4	29	24	-Inf	2	-1.20833333333333	+	2000	ENHANCER	BtoA
chr10	111900000	112000000	-0.03470197287	0.03366193963	0.0683639125	chr10 111900000 112000000	chr10	111900000	112000000	-0.03470197287	0.03366193963	chr10	111971664	111973664	Krr1	-0.114241475671449	0.00381809929862917	2	3	5	4	131	81	1.33333333333333	-1.2	-1.60975609756098	+	2000	PROMOTER	BtoA
chr10	112000000	112100000	-0.03470197287	0.03366193963	0.0683639125	chr10 112000000 112100000	chr10	112000000	112100000	-0.03470197287	0.03366193963	chr10	112001631	112003631	Glipr1	0.299873377799764	5.74541069048171e-16	2	5	3	4	30	20	2	1.25	-1.47619047619048	+	2000	PROMOTER	BtoA
chr10	112000000	112100000	-0.03470197287	0.03366193963	0.0683639125	chr10 112000000 112100000	chr10	112000000	112100000	-0.03470197287	0.03366193963	chr10	112059189	112061189	Glipr1l1	NA	NA	3	1	4	2	49	64	-2	-1.66666666666667	1.3	+	2000	PROMOTER	BtoA
chr10	112000000	112100000	-0.03470197287	0.03366193963	0.0683639125	chr10 112000000 112100000	chr10	112000000	112100000	-0.03470197287	0.03366193963	chr10	112082354	112084354	Glipr1l2	NA	NA	10	1	3	5	6	15	-5.5	1.5	2.28571428571429	+	2000	PROMOTER	BtoA
chr10	112100000	112200000	-0.03470197287	0.03366193963	0.0683639125	chr10 112100000 112200000	chr10	112100000	112200000	-0.03470197287	0.03366193963	chr10	112162621	112164621	Caps2	-1.48347328749684	0.0265777391924599	5	1	1	2	38	34	-3	1.5	-1.11428571428571	+	2000	PROMOTER	BtoA
chr10	112900000	113000000	-0.03470197287	0.03366193963	0.0683639125	chr10 112900000 113000000	chr10	112900000	113000000	-0.03470197287	0.03366193963	chr10	112927995	112929995	Atxn7l3b	-0.49517512848446	8.68325142595108e-79	8	4	6	3	231	194	-1.8	-1.75	-1.18974358974359	+	2000	PROMOTER	BtoA
chr10	114800000	114900000	-0.03470197287	0.03366193963	0.0683639125	chr10 114800000 114900000	chr10	114800000	114900000	-0.03470197287	0.03366193963	chr10	114801307	114803307	Trhde	1.12411485297976	NA	2	6	6	5	28	35	2.33333333333333	-1.16666666666667	1.24137931034483	+	2000	PROMOTER	BtoA
chr10	115100000	115200000	-0.03470197287	0.03366193963	0.0683639125	chr10 115100000 115200000	chr10	115100000	115200000	-0.03470197287	0.03366193963	chr10	115184022	115186022	Tph2	2.45224248487584	0.377840897610664	6	0	6	2	34	62	-7	-2.33333333333333	1.8	+	2000	PROMOTER	BtoA
chr10	115200000	115300000	-0.03470197287	0.03366193963	0.0683639125	chr10 115200000 115300000	chr10	115200000	115300000	-0.03470197287	0.03366193963	chr10	115250467	115252467	Tbc1d15	0.496832217902783	2.37666643593942e-15	3	3	0	4	213	158	0	5	-1.34591194968553	+	2000	PROMOTER	BtoA
chr10	115800000	115900000	-0.01239972123	0.01589091437	0.0282906356	chr10 115800000 115900000	chr10	115800000	115900000	-0.01239972123	0.01589091437	chr10	115815832	115817832	Tspan8	2.20161903967421	0.342910516912952	5	0	3	2	12	7	-6	-1.33333333333333	-1.625	+	2000	PROMOTER	BtoA
chr10	116000000	116100000	-0.01239972123	0.01589091437	0.0282906356	chr10 116000000 116100000	chr10	116000000	116100000	-0.01239972123	0.01589091437	chr10	116017213	116019213	Ptprr	8.47078311169377	2.04205457658398e-15	9	2	3	5	24	26	-3.33333333333333	1.5	1.08	+	2000	PROMOTER	BtoA
chr10	116200000	116300000	-0.01239972123	0.01589091437	0.0282906356	chr10 116200000 116300000	chr10	116200000	116300000	-0.01239972123	0.01589091437	chr10	116274523	116276523	Ptprb	-0.178698822111544	0.41882558618798	4	2	8	3	11	11	-1.66666666666667	-2.25	0	+	2000	PROMOTER	BtoA
chr10	117500000	117600000	-0.01413955221	0.01514290894	0.02928246115	chr10 117500000 117600000	chr10	117500000	117600000	-0.01413955221	0.01514290894	chr10	117552400	117554400	Cpm	-1.63887199608395	NA	7	3	4	5	18	40	-2.33333333333333	1.25	2.22222222222222	+	2000	ENHANCER	BtoA
chr10	117600000	117700000	-0.01413955221	0.01514290894	0.02928246115	chr10 117600000 117700000	chr10	117600000	117700000	-0.01413955221	0.01514290894	chr10	117628500	117630500	Cpm	-1.63887199608395	NA	7	2	4	5	23	24	-2.66666666666667	1.2	1.04166666666667	+	2000	PROMOTER	BtoA
chr10	117800000	117900000	-0.039194746	0.036829861	0.076024607	chr10 117800000 117900000	chr10	117800000	117900000	-0.039194746	0.036829861	chr10	117845035	117847035	Rap1b	0.457424921885823	3.89792472153758e-67	3	6	1	3	425	388	1.75	2	-1.09511568123393	+	2000	PROMOTER	BtoA
chr10	118100000	118200000	-0.039194746	0.036829861	0.076024607	chr10 118100000 118200000	chr10	118100000	118200000	-0.039194746	0.036829861	chr10	118140811	118142811	Mdm1	-0.781046263151592	3.53294447827888e-10	6	5	2	7	304	318	-1.16666666666667	2.66666666666667	1.04590163934426	+	2000	PROMOTER	BtoA
chr10	118200000	118300000	-0.039194746	0.036829861	0.076024607	chr10 118200000 118300000	chr10	118200000	118300000	-0.039194746	0.036829861	chr10	118203942	118205942	Il22	NA	NA	2	5	3	0	47	44	2	-4	-1.06666666666667	+	2000	PROMOTER	BtoA
chr10	118400000	118500000	-0.039194746	0.036829861	0.076024607	chr10 118400000 118500000	chr10	118400000	118500000	-0.039194746	0.036829861	chr10	118440046	118442046	Ifng	NA	NA	6	2	2	6	16	19	-2.33333333333333	2.33333333333333	1.17647058823529	+	2000	PROMOTER	BtoA
chr10	118500000	118600000	-0.039194746	0.036829861	0.076024607	chr10 118500000 118600000	chr10	118500000	118600000	-0.039194746	0.036829861	chr10	118555525	118557525	Ifngas1	NA	NA	5	1	4	4	31	21	-3	0	-1.45454545454545	+	2000	PROMOTER	BtoA
chr10	118800000	118900000	-0.039194746	0.036829861	0.076024607	chr10 118800000 118900000	chr10	118800000	118900000	-0.039194746	0.036829861	chr10	118869209	118871209	Dyrk2	0.591740454603026	1.3181957491812e-55	3	2	3	1	215	290	-1.33333333333333	-2	1.34722222222222	+	2000	PROMOTER	BtoA
chr10	119200000	119300000	-0.039194746	0.036829861	0.076024607	chr10 119200000 119300000	chr10	119200000	119300000	-0.039194746	0.036829861	chr10	119239055	119241055	Cand1	-0.388265107567706	4.8764873915712e-15	3	8	4	6	841	819	2.25	1.4	-1.02682926829268	+	2000	PROMOTER	BtoA
chr10	119700000	119800000	-0.039194746	0.036829861	0.076024607	chr10 119700000 119800000	chr10	119700000	119800000	-0.039194746	0.036829861	chr10	119760699	119762699	Grip1os2	NA	NA	8	1	5	5	12	24	-4.5	0	1.92307692307692	+	2000	PROMOTER	BtoA
chr10	119800000	119900000	-0.039194746	0.036829861	0.076024607	chr10 119800000 119900000	chr10	119800000	119900000	-0.039194746	0.036829861	chr10	119851390	119853390	Grip1os1	NA	NA	9	2	2	1	13	15	-3.33333333333333	-1.5	1.14285714285714	+	2000	PROMOTER	BtoA
chr10	120100000	120200000	-0.039194746	0.036829861	0.076024607	chr10 120100000 120200000	chr10	120100000	120200000	-0.039194746	0.036829861	chr10	120111987	120113987	Helb	1.10705306744849	5.21068505299801e-124	4	3	1	2	220	203	-1.25	1.5	-1.08333333333333	+	2000	PROMOTER	BtoA
chr10	121600000	121700000	-0.03066017493	0.03687848467	0.0675386596	chr10 121600000 121700000	chr10	121600000	121700000	-0.03066017493	0.03687848467	chr10	121625332	121627332	Xpot	0.344134472663602	5.14247598398967e-07	1	4	3	1	578	609	2.5	-2	1.05354058721934	+	2000	PROMOTER	BtoA
chr10	122600000	122700000	-0.03066017493	0.03687848467	0.0675386596	chr10 122600000 122700000	chr10	122600000	122700000	-0.03066017493	0.03687848467	chr10	122647339	122649339	Mir6412	NA	NA	4	1	0	4	8	11	-2.5	5	1.33333333333333	+	2000	PROMOTER	BtoA
chr10	122600000	122700000	-0.03066017493	0.03687848467	0.0675386596	chr10 122600000 122700000	chr10	122600000	122700000	-0.03066017493	0.03687848467	chr10	122678315	122680315	Mir8104	NA	NA	7	4	3	1	67	44	-1.6	-2	-1.51111111111111	+	2000	PROMOTER	BtoA
chr10	122600000	122700000	-0.03066017493	0.03687848467	0.0675386596	chr10 122600000 122700000	chr10	122600000	122700000	-0.03066017493	0.03687848467	chr10	122677762	122679762	Ppm1h	1.29502690679724	1.45943567586615e-20	6	5	2	2	69	45	-1.16666666666667	0	-1.52173913043478	+	2000	PROMOTER	BtoA
chr10	123000000	123100000	-0.03066017493	0.03066887777	0.0613290527	chr10 123000000 123100000	chr10	123000000	123100000	-0.03066017493	0.03066887777	chr10	123075505	123077505	Mon2	0.840561662499134	5.9475064627143e-49	7	3	5	3	173	151	-2	-1.5	-1.14473684210526	+	2000	PROMOTER	BtoA
chr10	123100000	123200000	-0.03066017493	0.03066887777	0.0613290527	chr10 123100000 123200000	chr10	123100000	123200000	-0.03066017493	0.03066887777	chr10	123195995	123197995	Usp15	-0.165609936511056	0.000183000013525002	1	0	1	3	734	587	-2	2	-1.25	+	2000	PROMOTER	BtoA
chr10	125300000	125400000	-0.03066017493	0.03066887777	0.0613290527	chr10 125300000 125400000	chr10	125300000	125400000	-0.03066017493	0.03066887777	chr10	125388465	125390465	Slc16a7	1.11116310560845	NA	7	2	2	5	17	18	-2.66666666666667	2	1.05555555555556	+	2000	PROMOTER	BtoA
chr10	125700000	125800000	-0.03066017493	0.03066887777	0.0613290527	chr10 125700000 125800000	chr10	125700000	125800000	-0.03066017493	0.03066887777	chr10	125725100	125727800	Lrig3	-1.26869808397792	2.84693231371608e-92	5	2	3	2	44	70	-2.5	-1.5	1.59090909090909	+	2700	ENHANCER	BtoA
chr10	125700000	125800000	-0.03066017493	0.03066887777	0.0613290527	chr10 125700000 125800000	chr10	125700000	125800000	-0.03066017493	0.03066887777	chr10	125743100	125746100	Lrig3	-1.26869808397792	2.84693231371608e-92	5	2	2	4	78	91	-2.5	2	1.16666666666667	+	3000	ENHANCER	BtoA
chr10	125700000	125800000	-0.03066017493	0.03066887777	0.0613290527	chr10 125700000 125800000	chr10	125700000	125800000	-0.03066017493	0.03066887777	chr10	125785200	125789200	Lrig3	-1.26869808397792	2.84693231371608e-92	19	4	4	9	233	172	-4.75	2.25	-1.3546511627907	+	4000	ENHANCER	BtoA
chr10	125700000	125800000	-0.03066017493	0.03066887777	0.0613290527	chr10 125700000 125800000	chr10	125700000	125800000	-0.03066017493	0.03066887777	chr10	125781300	125783300	Lrig3	-1.26869808397792	2.84693231371608e-92	8	3	1	5	28	26	-2.66666666666667	5	-1.07692307692308	+	2000	ENHANCER	BtoA
chr10	125700000	125800000	-0.03066017493	0.03066887777	0.0613290527	chr10 125700000 125800000	chr10	125700000	125800000	-0.03066017493	0.03066887777	chr10	125798100	125800100	Lrig3	-1.26869808397792	2.84693231371608e-92	8	0	3	1	10	17	-Inf	-3	1.7	+	2000	ENHANCER	BtoA
chr10	125800000	125900000	-0.03066017493	0.03066887777	0.0613290527	chr10 125800000 125900000	chr10	125800000	125900000	-0.03066017493	0.03066887777	chr10	125809000	125811800	Lrig3	-1.26869808397792	2.84693231371608e-92	8	2	4	3	22	38	-4	-1.33333333333333	1.72727272727273	+	2800	ENHANCER	BtoA
chr10	125800000	125900000	-0.03066017493	0.03066887777	0.0613290527	chr10 125800000 125900000	chr10	125800000	125900000	-0.03066017493	0.03066887777	chr10	125844700	125847500	Lrig3	-1.26869808397792	2.84693231371608e-92	7	2	6	2	17	34	-3.5	-3	2	+	2800	ENHANCER	BtoA
chr10	125900000	126000000	-0.03066017493	0.03066887777	0.0613290527	chr10 125900000 126000000	chr10	125900000	126000000	-0.03066017493	0.03066887777	chr10	125921100	125923100	Lrig3	-1.26869808397792	2.84693231371608e-92	5	2	3	2	18	18	-2.5	-1.5	0	+	2000	ENHANCER	BtoA
chr10	125900000	126000000	-0.03066017493	0.03066887777	0.0613290527	chr10 125900000 126000000	chr10	125900000	126000000	-0.03066017493	0.03066887777	chr10	125911400	125913400	Lrig3	-1.26869808397792	2.84693231371608e-92	5	0	4	4	16	29	-Inf	0	1.8125	+	2000	ENHANCER	BtoA
chr10	125900000	126000000	-0.03066017493	0.03066887777	0.0613290527	chr10 125900000 126000000	chr10	125900000	126000000	-0.03066017493	0.03066887777	chr10	125936700	125938700	Lrig3	-1.26869808397792	2.84693231371608e-92	4	1	3	3	214	143	-4	0	-1.4965034965035	+	2000	ENHANCER	BtoA
chr10	125900000	126000000	-0.03066017493	0.03066887777	0.0613290527	chr10 125900000 126000000	chr10	125900000	126000000	-0.03066017493	0.03066887777	chr10	125946900	125950100	Lrig3	-1.26869808397792	2.84693231371608e-92	8	3	3	7	46	55	-2.66666666666667	2.33333333333333	1.19565217391304	+	3200	ENHANCER	BtoA
chr10	125900000	126000000	-0.03066017493	0.03066887777	0.0613290527	chr10 125900000 126000000	chr10	125900000	126000000	-0.03066017493	0.03066887777	chr10	125953800	125955800	Lrig3	-1.26869808397792	2.84693231371608e-92	12	3	3	7	15	29	-4	2.33333333333333	1.93333333333333	+	2000	ENHANCER	BtoA
chr10	125900000	126000000	-0.03066017493	0.03066887777	0.0613290527	chr10 125900000 126000000	chr10	125900000	126000000	-0.03066017493	0.03066887777	chr10	125965219	125967219	Lrig3	-1.26869808397792	2.84693231371608e-92	8	5	4	1	312	277	-1.5	-2.5	-1.12589928057554	+	2000	PROMOTER	BtoA
chr10	126100000	126200000	-0.03066017493	0.03066887777	0.0613290527	chr10 126100000 126200000	chr10	126100000	126200000	-0.03066017493	0.03066887777	chr10	126143400	126146600	Lrig3	-1.26869808397792	2.84693231371608e-92	11	1	5	5	127	123	-11	0	-1.03252032520325	+	3200	ENHANCER	BtoA
chr10	126100000	126200000	-0.03066017493	0.03066887777	0.0613290527	chr10 126100000 126200000	chr10	126100000	126200000	-0.03066017493	0.03066887777	chr10	126141300	126143300	Lrig3	-1.26869808397792	2.84693231371608e-92	4	3	1	6	214	149	-1.33333333333333	6	-1.43624161073825	+	2000	ENHANCER	BtoA
chr10	126500000	126600000	-0.03066017493	0.03066887777	0.0613290527	chr10 126500000 126600000	chr10	126500000	126600000	-0.03066017493	0.03066887777	chr10	126521300	126523300	Mir378d	NA	NA	4	4	0	2	64	79	0	Inf	1.234375	+	2000	ENHANCER	BtoA
chr10	129000000	129100000	-0.04854092943	0.04956446731	0.09810539674	chr10 129000000 129100000	chr10	129000000	129100000	-0.04854092943	0.04956446731	chr10	129046061	129048061	Olfr765	NA	NA	1	0	2	2	31	29	-2	0	-1.06666666666667	+	2000	PROMOTER	BtoA
chr10	130300000	130400000	-0.04854092943	0.04956446731	0.09810539674	chr10 130300000 130400000	chr10	130300000	130400000	-0.04854092943	0.04956446731	chr10	130321877	130323877	Tespa1	-0.331477887569045	NA	9	2	9	0	12	15	-3.33333333333333	-10	1.23076923076923	+	2000	PROMOTER	BtoA
chr10	130300000	130400000	-0.04854092943	0.04956446731	0.09810539674	chr10 130300000 130400000	chr10	130300000	130400000	-0.04854092943	0.04956446731	chr10	130393332	130395332	Vmn2r84	0.34054677683793	0.8979181229474	0	0	0	0	11	24	0	0	2.08333333333333	+	2000	PROMOTER	BtoA
chr10	130400000	130500000	-0.04854092943	0.04956446731	0.09810539674	chr10 130400000 130500000	chr10	130400000	130500000	-0.04854092943	0.04956446731	chr10	130428703	130430703	Vmn2r85	-0.331477887569045	NA	0	0	0	0	15	20	0	0	1.3125	+	2000	PROMOTER	BtoA
chr10	130400000	130500000	-0.04854092943	0.04956446731	0.09810539674	chr10 130400000 130500000	chr10	130400000	130500000	-0.04854092943	0.04956446731	chr10	130455050	130457050	Vmn2r86	-0.162048385770445	0.870077668128287	0	0	0	0	15	27	0	0	1.75	+	2000	PROMOTER	BtoA
chr10	130400000	130500000	-0.04854092943	0.04956446731	0.09810539674	chr10 130400000 130500000	chr10	130400000	130500000	-0.04854092943	0.04956446731	chr10	130496396	130498396	Vmn2r87	-0.331495054310524	NA	0	0	0	0	12	22	0	0	1.76923076923077	+	2000	PROMOTER	BtoA
chr12	3200000	3300000	-0.01250901556	0.01348240399	0.02599141955	chr12 3200000 3300000	chr12	3200000	3300000	-0.01250901556	0.01348240399	chr12	3234504	3236504	Rab10os	0.00545166526898476	0.971306035179752	5	3	4	1	352	364	-1.5	-2.5	1.03399433427762	+	2000	PROMOTER	BtoA
chr12	3300000	3400000	-0.01250901556	0.01348240399	0.02599141955	chr12 3300000 3400000	chr12	3300000	3400000	-0.01250901556	0.01348240399	chr12	3364132	3366132	Kif3c	-0.296196933518763	1.3454615888722e-05	1	2	0	1	149	104	1.5	2	-1.42857142857143	+	2000	PROMOTER	BtoA
chr12	3300000	3400000	-0.01250901556	0.01348240399	0.02599141955	chr12 3300000 3400000	chr12	3300000	3400000	-0.01250901556	0.01348240399	chr12	3308969	3310969	Rab10	-0.571167471759017	2.40061864788371e-86	5	4	5	2	526	675	-1.2	-2	1.28273244781784	+	2000	PROMOTER	BtoA
chr12	3400000	3500000	-0.01250901556	0.01348240399	0.02599141955	chr12 3400000 3500000	chr12	3400000	3500000	-0.01250901556	0.01348240399	chr12	3425857	3427857	Asxl2	0.290296120872064	0.00154720139860229	3	2	0	2	586	687	-1.33333333333333	3	1.17206132879046	+	2000	PROMOTER	BtoA
chr12	3500000	3600000	-0.01250901556	0.01348240399	0.02599141955	chr12 3500000 3600000	chr12	3500000	3600000	-0.01250901556	0.01348240399	chr12	3571381	3573381	Dtnb	-0.271393075390402	0.000104790835546588	2	3	2	1	175	104	1.33333333333333	-1.5	-1.67619047619048	+	2000	PROMOTER	BtoA
chr12	3500000	3600000	-0.01250901556	0.01348240399	0.02599141955	chr12 3500000 3600000	chr12	3500000	3600000	-0.01250901556	0.01348240399	chr12	3537000	3539000	Dtnb	-0.271393075390402	0.000104790835546588	5	1	3	3	93	91	-5	0	-1.02197802197802	+	2000	ENHANCER	BtoA
